Email,"Customer Name","Company Name",Address,Postcode,City,"Invoice Number","Customer Number","VAT ID","Invoice Date","Due Date","Item Description",Quantity,Price,"Total Amount",IBAN,SWIFT,"Bank Name","Payment Terms"
info@kfz-wall.de,"Mr Waldemar Wall","Wall GMBH","Ab 25",32689,Kalletal,35084,34073,DE209894808,23-04-2025,07-05-2025,kfz-wall.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
bernd.zavelberg@te-mako.de,"Dipl.-Betriebswirt (Univ) Bernd Sebastian Zavelberg","Temako Rheinische Versicherungsmakler GMBH","-versicherungsmakler Deutschlands Im Hintergrund. Mit über 90",53347,Alfter,35085,34074,DE272365848,23-04-2025,07-05-2025,te-mako.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
teleco@teleco-gmbh.de,"Mr Joern Fiebig","Teleco GMBH Cottbus Telekommunikation","Hegelstraße 2",3050,Cottbus,35086,34075,DE138778362,23-04-2025,07-05-2025,teleco-gmbh.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@hansekassen.de,"Mr Henry Leuschel","Kassensysteme Nord-ost GMBH",1843,18439,Stralsund,35087,34076,DE280980637,23-04-2025,07-05-2025,kassen-nordost.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@kanzlei-guendisch-dorn.de,,"Steuerkanzlei Guendisch Dorn Partnerschaft Mbb Rechtsanwalt Steuerberater","Das Wir In Unserer über 15",60322,Frankfurt,35088,34077,DE298169359,23-04-2025,07-05-2025,kanzlei-guendisch-dorn.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
hatterscheidsascha@googlemail.com,"Mr Sascha Hatterscheid","Sh Bedachungen GMBH","Rosenweg 32",53757,"Sankt Augustin",35089,34078,DE309541342,23-04-2025,07-05-2025,sh-bedachungen.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
agroplant-bu@swschwedt.de,"Mr Frank Schuetze","Agroplant GMBH","Our Company Has Been Active In Domain Brokerage Since 2005",16303,Schwedt,35090,34079,DE189229048,23-04-2025,07-05-2025,agroplant.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@garant-moebel.de,"Mr Uwe Hohenstein","Garant Holding GMBH","Über 1",33378,Rheda-wiedenbrueck,35091,34080,DE215749098,23-04-2025,07-05-2025,garant-moebel-gruppe.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
mail@laserscan-berlin.de,,"Laserscan Berlin Biermann, Heldt & Roth Vermessungsingenieure","Laserscan Berlin 3d",10407,Berlin,35092,34081,DE231344131,23-04-2025,07-05-2025,laserscan-berlin.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
verkauf@roll-reinigungssysteme.de,"Roll Verwaltungs-GmbH","Karl Roll GMBH & Co. KG","Kanalstraße 30",75417,Muehlacker,35093,34082,DE144528014,23-04-2025,07-05-2025,karl-roll.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@pascoe.de,"Ms Annette Diane Pascoe","Pascoe Service GMBH","Pascoe - Aus Liebe Zur Naturmedizin Seit 1895",35394,Giessen,35094,34083,DE813519080,23-04-2025,07-05-2025,pascoe.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
berlin@eso.de,"Mr Andree Haese","Euro-schulen Berlin Brandenburg GMBH","Die Eso Education Group Engagiert Sich Seit über 50",13507,Berlin,35095,34084,DE169307724,23-04-2025,07-05-2025,eso.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@queichtal-energie-offenbach.de,"Queichtal Energie Offenbach Verwaltung GmbH","Queichtal Energie Offenbach GMBH & Co. KG","Das Netz Der Queichtal Energie Offenbach Umfasst Zurzeit Ca. 3",76877,Offenbach,35096,34085,DE281919868,23-04-2025,07-05-2025,queichtal-energie-offenbach.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
shellstation.ahmling@web.de,"Mr Ulf Bock","Ahmling GMBH","Bahnhofstraße 78",24582,Bordesholm,35097,34086,DE287620156,23-04-2025,07-05-2025,kfz-meisterbetrieb-ahmling.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@weag.de,"WEAG Geschaeftsfuehrungs- GmbH","Weag GMBH & Co. KG.","Küferstraße 25",73257,Koengen,35098,34087,DE166066422,23-04-2025,07-05-2025,weag.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@bms.tv,"Ms Imke Stock","Bms Bernd-michael Schroeder Sailing Wear GMBH","Am Sandtorkai 25",20457,Hamburg,35099,34088,DE118532511,23-04-2025,07-05-2025,bms.tv,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@vlm-labtec.com,"Mr Alexander Schubert","Vlm GMBH - Innovative Korrosions-prueftechnik, Labortechnik & Dienstleistungen","S Stand 10",33689,Bielefeld,35100,34089,DE132086510,23-04-2025,07-05-2025,vlm-labtec.com,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@skt-umbaukultur.eu,,"Skt Umbaukultur Ines Knye + Jens Trautmann Partnerschaft Von Architekten Mbb","Bochum Mark 51",53111,Bonn,35101,34090,DE262598436,23-04-2025,07-05-2025,skt-umbaukultur.eu,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
ws_wagner@t-online.de,"Mr Herbert Wagner","W & S Wagner GMBH","Am Unteren Anger 11",86866,Mickhausen,35102,34091,DE174803073,23-04-2025,07-05-2025,wagner-industrial-sales.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@bender2000.de,"Ms Gabriele Bender","G. Und P. Bender Grundbesitz GMBH","Overfeldweg 61",51371,Leverkusen,35103,34092,DE243221845,23-04-2025,07-05-2025,bender2000.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@muth-treuhand.com,"Ms Nadine Mueller","Muth Treuhand GMBH Steuerberatungsgesellschaft","Die Muth Treuhand Partgmbb Hat Sich Seit Der Gründung 2004",74072,Heilbronn,35104,34093,DE234167578,23-04-2025,07-05-2025,muth-treuhand.com,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@ford-anneken.de,"Anneken Beteiligungs-GmbH","Anneken GMBH & Co. KG","Lange Str. 100",49632,Essen,35105,34094,DE277829365,23-04-2025,07-05-2025,ford-anneken.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
foerderverein@akstift.de,"Ms Anna-Elisabeth Hinkelammert","Foerderverein Anna-katharinenstift Karthaus E.v.","Weddern 14",48249,Duelmen,35106,34095,DE124651587,23-04-2025,07-05-2025,anna-katharinenstift.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
service@wwn.de,"Mr Roland Meinusch","Wwn Wasserwirtschaftsgesellschaft Nieplitztal GMBH","Bereitschaftsdienste 24",14929,Treuenbrietzen,35107,34096,DE169110012,23-04-2025,07-05-2025,wwn.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
kesselsdorf@reifen-roespel.com,"Mr Joerg Braecklein","Reifen- Und Autoservice Roespel GMBH","Wilsdruffer Str. 11",1723,Kesselsdorf,35108,34097,DE238654951,23-04-2025,07-05-2025,reifen-roespel.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
freital@reifen-roespel.com,"Mr Joerg Braecklein","Reifen-roespel GMBH","Wilsdruffer Str. 11",1705,Freital,35109,34098,DE239714274,23-04-2025,07-05-2025,reifen-roespel.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@boeckmann-buetzow.de,"Dipl.-Ing. Klaus Boeckmann","Boeckmann Center Buetzow GMBH","Am Heidekamp 7",18246,Buetzow,35110,34099,DE813010062,23-04-2025,07-05-2025,boeckmann-buetzow.com,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@sixtyten.de,"Mr Thomas Krammer","Sixtyten GMBH","This Is Just The Beginning. Get Free Updates To All 1",80805,Muenchen,35111,34100,DE815093414,23-04-2025,07-05-2025,theanimail.com,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
mehrautomobile@web.de,"Mr Axel Brandt","Mehr Automobile Axel Brandt E.k.","Bogenstrasse 34",22926,Ahrensburg,35112,34101,DE235170334,23-04-2025,07-05-2025,mehrautomobile.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@swisssense.de,"Mr Martin Ronaldus Johannes Marcus Diks","Swiss Sense Deutschland GMBH","Boxspringbett 200x",40764,Langenfeld,35113,34102,DE293628700,23-04-2025,07-05-2025,swisssense.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@atn-berlin.de,"Dr. Ing. Joerg Niemeier","Atn Automatisierungstechnik Niemeier GMBH","Segelfliegerdamm 94",12487,Berlin,35114,34103,DE195273541,23-04-2025,07-05-2025,atn-berlin.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@peters-bg.de,"Ms Kornelia Gaertner","Bfz Berufsfoerderungszentrum Peters GMBH","Gabelstaplerschein Nach Bgg 925",84478,Waldkraiburg,35115,34104,DE252255232,23-04-2025,07-05-2025,peters-bg.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@restposten24.de,"Mr Markus Filler",Restposten24gmbh,"Restposten Von über 4800",65462,Ginsheim-gustavsburg,35116,34105,DE196659942,23-04-2025,07-05-2025,restposten24.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
office@marine-technik-schmidt.de,"Mr Heiko Loog","Marine Technik Manfred Schmidt GMBH","Weltweit Für Sie Da. Seit 1982",27777,Ganderkesee,35117,34106,DE117178987,23-04-2025,07-05-2025,marine-technik-schmidt.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@fa-rittmann.de,"Mr Werner Heinz Rittmann","Rittmann GMBH","Bonifaciusring 9",45309,Essen,35118,34107,DE295155632,23-04-2025,07-05-2025,gruender-hoetten.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@fa-rittmann.de,"Mr Werner Heinz Rittmann","Werner Rittmann","Bonifaciusring 9",45309,Essen,35119,34108,DE119749330,23-04-2025,07-05-2025,gruender-hoetten.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
mail@onetwomedia.de,"Mr Holger Kurschat","One-two Media GMBH","Gervinusstrasse 12",10629,Berlin,35120,34109,DE243134397,23-04-2025,07-05-2025,onetwomedia.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
mail@genese.de,"Mr Oliver Otto","Genese.de GMBH","Leerkämpe 7",28259,Bremen,35121,34110,DE214096884,23-04-2025,07-05-2025,genese.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
boss@bossnet.de,,"Boss Unternehmensplanung, Michael Kujath & Partner - Unternehmensberatung","Rosenbach 28",90471,Nuernberg,35122,34111,DE202444719,23-04-2025,07-05-2025,bossnet.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
laskowski-duesseldorf@etl.de,"Mr Rene Kantorski","Laskowski & Partner GMBH Steuerberatungsgesellschaft","Holzstraße 2",40221,Duesseldorf,35123,34112,DE119432786,23-04-2025,07-05-2025,laskowski-duesseldorf.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@citroen-reinhold.de,"Mr Detlef Reinhold","Autohaus Reinhold GMBH","Fürstenwalder Straße 70",15859,Storkow,35124,34113,DE139097966,23-04-2025,07-05-2025,citroen-reinhold.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
julian@garritz.com,"Mr Julian Garritz Cruz","Garritz Online Media International GMBH","Which Was Launched In Partnership With Dr. Thomas Vogl At The Radiology Unit In Uniklinik Frankfurt. Funded By The Hessen Government Through A Löwe 3",65207,Wiesbaden,35125,34114,DE296413639,23-04-2025,07-05-2025,garritz.com,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@metallbaufleischmann.de,"Mr Klaus Fleischmann","Klaus Fleischmann Metallbau GMBH","Bogenstraße 7",90530,Wendelstein,35126,34115,DE815301849,23-04-2025,07-05-2025,metallbaufleischmann.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@schotstek-gmbh.de,"Mr Stefan Friedrich","Schotstek GMBH","Schotstek Gmbh 2013",55124,Mainz,35127,34116,DE286466395,23-04-2025,07-05-2025,schotstek-gmbh.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
kfz-bremerhaven@web.de,"Mr Christian Dettmann","Kfz-service Dettmann GMBH","Oststraße 9",27572,Bremerhaven,35128,34117,DE315923900,23-04-2025,07-05-2025,kfz-bremerhaven.eu,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@baggerbetrieb-gottstein.de,"Gottstein Beteiligungs- und Verwaltungs-GmbH","Baggerbetrieb Gottstein GMBH & Co. KG","Neue Seite 1",79618,Rheinfelden,35129,34118,DE178336041,23-04-2025,07-05-2025,baggerbetrieb-gottstein.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@lanzl-festzelt.de,"Ms Marianne Lanzl-Koch","Lanzl Gastronomie GMBH","Willkommen Auf Der Webseite Der Lanzl Gastronomie Gmbh. Seit über 65",85051,Ingolstadt,35130,34119,DE287474290,23-04-2025,07-05-2025,lanzl-festzelt.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@fischer-omnibus.de,"Fischer Omnibusreisen Verwaltungs-GmbH","Fischer Omnibusreisen GMBH & Co. KG.","Am Wasserrain 4",73235,Weilheim,35131,34120,DE200366184,23-04-2025,07-05-2025,fischer-omnibus.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@ascon-mb.de,"Ms Grit Zeides","Ascon Metallbau GMBH","Gielandstr. 6",18147,Rostock,35132,34121,DE265516208,23-04-2025,07-05-2025,ascon-mb.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
hubertus_tigges@yahoo.de,"Tigges Geschaeftsfuehrungs- GmbH","Tigges GMBH & Co. KG Spedition","Im Brauke 11c",57392,Schmallenberg,35133,34122,DE812578641,23-04-2025,07-05-2025,at-boretec.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
werbedruck@zuenkler.de,"Zuenkler Verwaltungs GmbH","Werbedruck Zuenkler GMBH & Co. KG","Hansestraße 3",33689,Bielefeld,35134,34123,DE199827546,23-04-2025,07-05-2025,senne-rundschau.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@medirata.de,"Ms Margot Hug-Unmuessig","Medirata GMBH Agentur Fuer Kommunikation","Nr. 250",79102,Freiburg,35135,34124,DE173007442,23-04-2025,07-05-2025,medirata.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@semmler-veranstaltungstechnik.de,"Mr Christian Scharfenberg","Semmler Production Group GMBH","Löhmaer Weg 53",7907,Oettersdorf,35136,34125,DE268669211,23-04-2025,07-05-2025,semmler-group.com,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@volz-witten.de,"Dipl.-Kfm. Christian Volz","Volz Maschinenhandelsges. Mbh & Co. Kommanditgesellschaft","Friedrich-ebert-str. 78",58454,Witten,35137,34126,DE126882933,23-04-2025,07-05-2025,volz-witten.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@heller-medizintechnik.de,"J. Heller Verwaltungs-GmbH","Heller Medizintechnik GMBH & Co. KG","Europaplatz 2",35619,Braunfels,35138,34127,DE288406040,23-04-2025,07-05-2025,heller-medizintechnik.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
mail@solare-technik.com,"Dr. Ing. Georg Andreas Wilhelm Klinkenberg","Solare Technik Klinkenberg GMBH","Okt. 8",78315,Radolfzell,35139,34128,DE316328207,23-04-2025,07-05-2025,solare-technik.com,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
postbox@landgraf.de,"Mr Joachim Ernst Landgraf","Landgraf Verwaltungs-GMBH","Seit 1945",79822,Titisee-neustadt,35140,34129,DE142505005,23-04-2025,07-05-2025,landgraf.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@as-hausrenovierungen.de,"Ms Diana Schroff","As Hausrenovierungen GMBH","Ringstraße 180",73432,Aalen,35141,34130,DE169449542,23-04-2025,07-05-2025,as-hausrenovierungen.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info.ds@email.de,"Mr Denis Skopljak","Ds Akustik Und Trockenbau GMBH","Juli 2000",1468,Moritzburg,35142,34131,DE226044285,23-04-2025,07-05-2025,ds-akustik.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@dz-floristik.de,"Dipl.-Kfm. Peter Dijkxhoorn","Dz Floristik GMBH","In Die Dz Floristik Gmbh Im Jahre 2006",46240,Bottrop,35143,34132,DE278216862,23-04-2025,07-05-2025,dz-floristik.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
stuttgart@outmaxx.de,"Ms Angela Kravchyk","Outmaxx Media Service AG","Kriegsbergstraße 34",70174,Stuttgart,35144,34133,DE815797641,23-04-2025,07-05-2025,outmaxx.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
schwarzbachenrico@hotmail.de,"Mr Enrico Schwarzbach","Fachhandelshaus Schwarzbach GMBH","Berliner Str. 63",2943,Weisswasser,35145,34134,DE246439430,23-04-2025,07-05-2025,hausgeraete-kuechen-weisswasser.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@locksor.de,"Ms Magda Klink-Voelker","Locksor GMBH","Locksor Gmbh - Robert-bosch-strasse 9",63477,Maintal,35146,34135,DE200765011,23-04-2025,07-05-2025,locksor.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
luna@lunapark21.net,"Dr. Johannes Hofbauer","Lunapark 21 GMBH","Heft 64",14552,Michendorf,35147,34136,DE257994272,23-04-2025,07-05-2025,lunapark21.net,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
hp@instant-offices.de,"Mr Florian Kappes","Instant Offices GMBH","Compare Over 15",10117,Berlin,35148,34137,DE296953463,23-04-2025,07-05-2025,instantoffices.com,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@businesswings.de,"Mr Martin Araman","Businesswings Luftfahrtunternehmen GMBH","Fieseler-storch-straße 16",34379,Calden,35149,34138,DE113061369,23-04-2025,07-05-2025,businesswings.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@elektrotechnik-nacke.de,"Mr Dominik Nacke","Elektrotechnik Nacke GMBH","Gartenstrasse 3",48619,Heek,35150,34139,DE313456592,23-04-2025,07-05-2025,elektrotechnik-nacke.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
post@mdv.de,"Mr Thomas Dienberg","Mitteldeutscher Verkehrsverbund Gesellschaft Mit Beschraenkter Haftung (mdv)","Tram And Bus Services Provided By 13",6108,Halle,35151,34140,DE193745133,23-04-2025,07-05-2025,mdv.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
mail@leidhold.de,"Leidhold Event GmbH","Leidhold Reisen GMBH & Co. KG","Reetzenstr. 3",79098,Freiburg,35152,34141,DE142100613,23-04-2025,07-05-2025,leidhold.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
anker-apotheke-steinfurt@t-online.de,"Ms Nicola von der Lippe","Anker Apotheke Inh. Nicola Von Der Lippe E. Kfr.","Anker-apotheke In 4856",48565,Steinfurt,35153,34142,DE215703089,23-04-2025,07-05-2025,anker-apotheke-steinfurt.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
office@roestereikonstanz.de,"Mr Rolf Bernhardt","Kaffeeroesterei Konstanz Poprawa Und Nabitz Ohg","Byk-gulden-str. 2",78467,Konstanz,35154,34143,DE262847113,23-04-2025,07-05-2025,kaffeeroesterei-konstanz.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@fsservice.net,"Mr Josef Werner Fischer","Ff Service GMBH","Seit Mehr Als 20",86830,Schwabmuenchen,35155,34144,DE174789048,23-04-2025,07-05-2025,ffservice.net,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
atlantik.luft@derpart.com,"Mr Klaus Stoessel","Atlantik Luft-reisebuero GMBH","Gewinnen Sie Mit Etwas Glück 3",82319,Starnberg,35156,34145,DE128354598,23-04-2025,07-05-2025,derpart.com,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
kioswest@t-online.de,"Ms Bettina Strobel","Reisebuero Kios West GMBH","Gewinnen Sie Mit Etwas Glück 3",47475,Kamp-lintfort,35157,34146,DE120251873,23-04-2025,07-05-2025,derpart.com,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
wimke.kassel@derpart.com,"Reisebuero Wimke GmbH","Reisebuero Wimke Wimbersky U. Kellner GMBH & Co. KG","Gewinnen Sie Mit Etwas Glück 3",34117,Kassel,35158,34147,DE113097062,23-04-2025,07-05-2025,derpart.com,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@datadruck.com,"Mr Uli Einenkel","Datadruck Handels GMBH","Die Welt Im Druck Erleben - 4k",89278,Nersingen,35159,34148,DE283768623,23-04-2025,07-05-2025,datadruck.com,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
mail@marios-fliegendose.de,"Mr Mario Malarczuk","Marios Fliegendose GMBH",0,71063,Sindelfingen,35160,34149,DE290870344,23-04-2025,07-05-2025,marios-fliegendose.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@trinkflaschenexpress.de,"Mr Wolfgang Trinczek","Oxentis GMBH","Am Münster 9",37154,Northeim,35161,34150,DE234570655,23-04-2025,07-05-2025,trinkflaschenexpress.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@messageconcept.com,"Mr Sebastian Eberhard","Messageconcept Software GMBH","New Peoplesync Release Backend 19",50676,Koeln,35162,34151,DE296702996,23-04-2025,07-05-2025,messageconcept.com,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@hirsch-albershausen.de,"Mr Roland Hirsch","Roland Hirsch GMBH Sanitaertechnik Bauflaschnerei,heizungsbau",7309,73095,Albershausen,35163,34152,DE234163982,23-04-2025,07-05-2025,hirsch-albershausen.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@stamm.de,"Mr Mathias Mueller","Stamm-verlag Gesellschaft Mit Beschraenkter Haftung","Im Programm. 2023",45134,Essen,35164,34153,DE119825184,23-04-2025,07-05-2025,stamm.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@apotheke-kenn.de,"Mr Philipp Zesewitz","St. Margarethen Apotheke E.k.","St. Margarethen Str. 3",54344,Kenn,35165,34154,DE278176448,23-04-2025,07-05-2025,apotheke-kenn.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@utz-gmbh.net,"Ms Claudia Kornblum","Utz Energie & Umwelttechnik GMBH","Die Utz Fachkompetenz Geht Bis Auf Die 80e",93095,Hagelstadt,35166,34155,DE208261828,23-04-2025,07-05-2025,utz-gmbh.net,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@kraft-feuerschutz.de,"Mr Hans Helmuth Kraft","Kraft Feuerschutz GMBH","Kollunder Str. 30",24768,Rendsburg,35167,34156,DE813951576,23-04-2025,07-05-2025,kraft-feuerschutz.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@kelterundkirch.de,"Mr Erich John","Kelter & Kirch Vertriebsgesellschaft Mbh","Am Grubenstollen 3",66386,"St. Ingbert",35168,34157,DE232769494,23-04-2025,07-05-2025,kelterundkirch.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
